Name,Plot,Entry,Rep,Location,Planting Date (date),Protein (1st; %),Histidine (1st; %),Serine (1st; %),Arginine (1st; %),Glycine (1st; %),Aspartic acid (1st; %),Glutamic acid (1st; %),Threonine (1st; %),Alanine (1st; %),Proline (1st; %),Cysteine (1st; %),Lysine (1st; %),Tyrosine (1st; %),Methionine (1st; %),Valine (1st; %),Isoleucine (1st; %),Leucine (1st; %),Phenylalanine (1st; %),Tryptophan (1st; %),Sample Name (1st; text)
PI 297754 LSP AGL,NA,167,1,"Rosthern, Canada",2017,27.16217,0.8066005,1.325622,1.978985,1.063399,3.128428,4.284995,1.164617,1.08495,1.112692,0.2653109,1.791255,0.8292384,0.2498293,1.322304,1.17574,1.945567,1.364894,0.2089586,ros 167 sst who
PI 297754 LSP AGL,NA,167,1,"Sutherland, Canada",2017,28.52725,0.9272963,1.394557,2.080569,1.108148,3.164242,4.378765,1.075345,1.128413,1.166948,0.2740423,1.826715,0.84551,0.2542191,1.389459,1.210173,2.014079,1.401906,0.2209612,sut 167 sst who
PI 297754 LSP AGL,NA,167,1,"Rosthern, Canada",2016,28.48347,0.9157884,1.360747,1.911672,1.086106,3.237681,4.398322,0.9776179,1.155868,1.18037,0.2531017,1.866488,0.7971435,0.2710426,1.316415,1.165687,2.00909,1.360912,0.2125066,16 ros 167
PI 297754 LSP AGL,NA,167,1,"Sutherland, Canada",2016,27.80666,0.9274778,1.326702,1.825026,1.040752,3.086217,4.268257,0.9359349,1.049578,1.132353,0.2456961,1.785624,0.760806,0.2319898,1.269183,1.144063,1.934228,1.310552,0.2063409,16 sut 167
PI 297767 AGL,NA,168,1,"Rosthern, Canada",2017,27.92217,0.7868093,1.401748,2.150974,1.100083,3.149926,4.509435,1.175551,1.126187,1.166315,0.265529,1.849714,0.8658772,0.2446961,1.384241,1.222356,2.026933,1.430693,0.2199384,ros 168 sst who
PI 297767 AGL,NA,168,1,"Sutherland, Canada",2017,29.64024,1.093626,1.419792,2.258566,1.126366,3.117001,4.544351,1.023486,1.210166,1.248659,0.2481207,1.850787,0.8405936,0.2337973,1.421126,1.241449,2.085973,1.455882,0.2257986,sut 168 sst who
PI 297767 AGL,NA,168,1,"Rosthern, Canada",2016,30.11457,0.9457404,1.452553,2.11179,1.174873,3.407166,4.840436,0.9874654,1.188082,1.244754,0.252706,1.944934,0.868723,0.2719923,1.419606,1.262335,2.166737,1.45008,0.22771,16 ros 168
PI 297767 AGL,NA,168,1,"Sutherland, Canada",2016,31.35074,1.089152,1.480565,2.184042,1.192495,3.491833,4.913811,1.033722,1.194626,1.249092,0.2547404,1.965757,0.8803474,0.2639427,1.431843,1.270616,2.179415,1.460725,0.2378775,16 sut 168
PI 297772 LSP AGL,NA,169,1,"Rosthern, Canada",2017,27.97028,0.8887752,1.352757,2.144874,1.076075,3.215818,4.416471,1.150397,1.085046,1.159784,0.2609494,1.775369,0.8667588,0.2523388,1.347954,1.182503,1.998098,1.386463,0.2147214,ros 169 sst who
PI 297772 LSP AGL,NA,169,1,"Sutherland, Canada",2017,29.84207,1.234886,1.400237,2.304528,1.12167,3.255785,4.550582,1.055757,1.2109,1.242695,0.2406185,1.81616,0.8561577,0.243734,1.416957,1.229557,2.088223,1.441185,0.2243878,sut 169 sst who
PI 297772 LSP AGL,NA,169,1,"Rosthern, Canada",2016,29.88022,1.018066,1.444583,2.11085,1.148388,3.476871,4.722996,1.046301,1.161366,1.197583,0.2624931,1.919528,0.8664337,0.2803398,1.39716,1.232777,2.117304,1.424305,0.2224256,16 ros 169
PI 297772 LSP AGL,NA,169,1,"Sutherland, Canada",2016,31.72261,1.216232,1.498463,2.275177,1.194883,3.608482,4.966606,1.042999,1.209561,1.261943,0.2555583,1.960677,0.884831,0.2589889,1.457842,1.294757,2.215591,1.481238,0.2353395,16 sut 169
PI 297783 AGL,NA,170,1,"Rosthern, Canada",2017,28.904,0.7944329,1.406652,2.212186,1.127434,3.344299,4.581967,1.204615,1.136894,1.173971,0.2620718,1.849304,0.8667082,0.2633878,1.403871,1.214835,2.079271,1.427669,0.2271773,ros 170 sst who
PI 297783 AGL,NA,170,1,"Sutherland, Canada",2017,28.48604,0.8916434,1.363707,2.117852,1.086814,3.183412,4.435022,1.080565,1.135827,1.176931,0.2505901,1.802525,0.8316582,0.2567056,1.372933,1.184428,2.028361,1.384679,0.2207285,sut 170 sst who
PI 297783 AGL,NA,170,1,"Rosthern, Canada",2016,30.97507,1.005611,1.466989,2.215447,1.158807,3.596731,4.894153,1.046562,1.196613,1.222629,0.2580175,1.952875,0.8680614,0.287042,1.433469,1.255822,2.176032,1.451479,0.2311243,16 ros 170
PI 297783 AGL,NA,170,1,"Sutherland, Canada",2016,32.15216,1.164819,1.518166,2.310108,1.214908,3.705976,5.036106,1.091493,1.206451,1.24889,0.2611167,1.995188,0.8755996,0.2638952,1.480474,1.300833,2.236649,1.487533,0.2420092,16 sut 170
PI 297787 LSP AGL,NA,171,1,"Rosthern, Canada",2017,28.70138,0.7411983,1.397538,2.133833,1.110874,3.427666,4.545975,1.236622,1.16172,1.171928,0.2813045,1.873252,0.8563904,0.2790723,1.393272,1.227414,2.045995,1.413364,0.223901,ros 171 sst who
PI 297787 LSP AGL,NA,171,1,"Sutherland, Canada",2017,29.75889,0.8722954,1.425046,2.179406,1.134416,3.411324,4.61172,1.191046,1.199159,1.201108,0.274884,1.902828,0.8635218,0.2781756,1.430555,1.247491,2.091113,1.432357,0.2318802,sut 171 sst who
PI 297787 LSP AGL,NA,171,1,"Rosthern, Canada",2016,29.42339,0.9405136,1.415104,2.004915,1.131749,3.439401,4.627356,1.03709,1.161189,1.195238,0.2644534,1.922606,0.8308854,0.2866785,1.355317,1.199922,2.079225,1.385805,0.2218949,16 ros 171
PI 297787 LSP AGL,NA,171,1,"Sutherland, Canada",2016,30.02276,1.029587,1.429853,2.041182,1.132666,3.463322,4.656803,1.009712,1.154361,1.200196,0.2595422,1.909508,0.839493,0.2645911,1.373998,1.216395,2.079894,1.387265,0.2288388,16 sut 171
PI 298023 LSP AGL,NA,172,1,"Rosthern, Canada",2017,30.71198,0.883579,1.505006,2.387149,1.231065,3.653312,4.945875,1.261076,1.227225,1.254655,0.2978137,1.972133,0.9303222,0.288405,1.503145,1.315999,2.211795,1.526405,0.2458667,ros 172 sst who
PI 298023 LSP AGL,NA,172,1,"Sutherland, Canada",2017,30.39075,1.102708,1.459388,2.337863,1.170848,3.398797,4.675413,1.140205,1.19448,1.223391,0.2825513,1.897213,0.9064808,0.2635504,1.449161,1.259485,2.119538,1.471243,0.2389202,sut 172 sst who
PI 298023 LSP AGL,NA,172,1,"Rosthern, Canada",2016,31.43173,1.020076,1.543084,2.257174,1.237175,3.675847,4.99478,1.10106,1.251327,1.256463,0.2908985,2.040432,0.9196688,0.295276,1.491117,1.31667,2.25008,1.517544,0.2421008,16 ros 172
PI 298023 LSP AGL,NA,172,1,"Sutherland, Canada",2016,31.91363,1.153174,1.510871,2.267241,1.225264,3.614845,4.946001,1.101852,1.223035,1.267499,0.2671647,2.000725,0.8918262,0.265805,1.458896,1.2881,2.215365,1.489447,0.2409289,16 sut 172
PI 298121 LSP AGL,NA,173,1,"Rosthern, Canada",2017,30.43723,0.9490881,1.458722,2.358691,1.192959,3.531954,4.852603,1.267296,1.194814,1.230858,0.2684523,1.94275,0.9112663,0.2648038,1.462371,1.284321,2.167351,1.498594,0.2362791,ros 173 sst who
PI 298121 LSP AGL,NA,173,1,"Sutherland, Canada",2017,30.53367,1.020527,1.457376,2.332819,1.181893,3.479528,4.808321,1.182492,1.219084,1.23943,0.2675219,1.933938,0.8893315,0.2706182,1.469991,1.279675,2.163047,1.494305,0.2338795,sut 173 sst who
PI 298121 LSP AGL,NA,173,1,"Rosthern, Canada",2016,31.76731,1.102683,1.501021,2.248973,1.215101,3.65481,4.99952,1.086432,1.25024,1.289116,0.2578968,2.024969,0.8820474,0.2925867,1.466908,1.293136,2.248196,1.506503,0.2335402,16 ros 173
PI 298121 LSP AGL,NA,173,1,"Sutherland, Canada",2016,30.63752,1.077678,1.444205,2.101467,1.151064,3.417379,4.79228,1.033241,1.157117,1.238591,0.24164,1.95226,0.836934,0.2574863,1.39844,1.244689,2.140753,1.439574,0.2233177,16 sut 173
PI 298122 LSP AGL,NA,174,1,"Rosthern, Canada",2017,28.55823,0.7773658,1.405119,2.190671,1.120827,3.249675,4.5955,1.144979,1.142609,1.175529,0.2467453,1.860266,0.8545374,0.2504303,1.421558,1.241063,2.078394,1.442931,0.2165189,ros 174 sst who
PI 298122 LSP AGL,NA,174,1,"Sutherland, Canada",2017,28.14116,0.8063974,1.366758,2.09658,1.077791,3.096057,4.413607,1.042529,1.1089,1.148768,0.2479365,1.806546,0.8136795,0.2401628,1.389637,1.205362,2.007585,1.394437,0.216485,sut 174 sst who
PI 298122 LSP AGL,NA,174,1,"Rosthern, Canada",2016,29.6234,0.9000944,1.433679,2.08239,1.14034,3.367551,4.700585,1.048709,1.167056,1.215757,0.238731,1.93604,0.8231758,0.2751896,1.402913,1.231491,2.124866,1.433306,0.2149241,16 ros 174
PI 298122 LSP AGL,NA,174,1,"Sutherland, Canada",2016,28.32977,0.882673,1.383688,1.954016,1.096202,3.196635,4.54056,0.9423696,1.097881,1.160466,0.2225626,1.852775,0.7941113,0.250192,1.351589,1.193341,2.03633,1.369497,0.2084033,16 sut 174
PI 298357 LSP AGL,NA,175,1,"Rosthern, Canada",2017,32.53601,0.9464223,1.565082,2.455284,1.224065,3.678732,5.036934,1.235325,1.270639,1.272426,0.2916543,2.086904,0.947198,0.2745944,1.563299,1.34084,2.272042,1.566771,0.2495249,ros 175 sst who
PI 298357 LSP AGL,NA,175,1,"Sutherland, Canada",2017,29.99854,0.9381575,1.444586,2.307136,1.165534,3.448634,4.693671,1.192251,1.20844,1.208235,0.2865443,1.898286,0.8797985,0.265168,1.448357,1.25585,2.123859,1.472663,0.2367396,sut 175 sst who
PI 298357 LSP AGL,NA,175,1,"Rosthern, Canada",2016,33.77536,1.26048,1.58297,2.478801,1.274045,3.891299,5.155331,1.18451,1.314472,1.308867,0.2959771,2.088126,0.9403,0.2951986,1.54691,1.345653,2.325565,1.562912,0.2551636,16 ros 175
PI 298357 LSP AGL,NA,175,1,"Sutherland, Canada",2016,33.49854,1.354616,1.567299,2.464987,1.30986,3.870629,5.155548,1.147295,1.332314,1.328777,0.264647,2.066293,0.9290996,0.2760111,1.544413,1.333207,2.336922,1.551484,0.2603517,16 sut 175
PI 298631 LSP AGL,NA,176,1,"Rosthern, Canada",2017,28.65334,0.9039739,1.392268,2.186651,1.129413,3.166115,4.528538,1.169142,1.12983,1.190441,0.2510228,1.837281,0.8583519,0.2535483,1.391689,1.217324,2.043971,1.426991,0.2241241,ros 176 sst who
PI 298631 LSP AGL,NA,176,1,"Sutherland, Canada",2017,29.47229,0.9972065,1.40402,2.227805,1.13171,3.220645,4.592175,1.074009,1.166145,1.221327,0.2497747,1.856018,0.8544079,0.2580336,1.414793,1.229252,2.075649,1.434244,0.2282893,sut 176 sst who
PI 298631 LSP AGL,NA,176,1,"Rosthern, Canada",2016,29.62248,0.920289,1.399274,2.043459,1.159398,3.292408,4.689953,1.031285,1.194652,1.243301,0.235977,1.909011,0.8454719,0.2791589,1.391701,1.224321,2.125481,1.41979,0.2254221,16 ros 176
PI 298631 LSP AGL,NA,176,1,"Sutherland, Canada",2016,31.8866,1.230775,1.45675,2.213701,1.184744,3.430236,4.847091,1.002892,1.238601,1.294785,0.2368482,1.937382,0.8553504,0.2611565,1.415665,1.256263,2.182559,1.452381,0.2364053,16 sut 176
PI 298644 LSP AGL,NA,177,1,"Rosthern, Canada",2017,29.87065,0.9110607,1.454266,2.341886,1.181035,3.314187,4.746484,1.231502,1.228244,1.256848,0.2599316,1.909769,0.8998923,0.2506377,1.442487,1.26921,2.143092,1.488098,0.2314248,ros 177 sst who
PI 298644 LSP AGL,NA,177,1,"Sutherland, Canada",2017,28.11562,0.7701424,1.376511,2.131425,1.099902,3.162461,4.493443,1.059081,1.119806,1.159217,0.2527746,1.799976,0.8175715,0.2438695,1.404909,1.22425,2.040529,1.41368,0.2185727,sut 177 sst who
PI 298644 LSP AGL,NA,177,1,"Rosthern, Canada",2016,30.95817,0.9469402,1.459471,2.187098,1.204369,3.415733,4.930492,1.133179,1.251048,1.300145,0.2396408,1.999452,0.8886821,0.2913793,1.426165,1.2634,2.215082,1.48823,0.2263031,16 ros 177
PI 298644 LSP AGL,NA,177,1,"Sutherland, Canada",2016,32.69678,1.272158,1.48292,2.220127,1.220975,3.438794,4.961158,1.040966,1.277515,1.312869,0.2314494,1.981185,0.8946037,0.2650683,1.43446,1.272878,2.216727,1.47112,0.2432543,16 sut 177
PI 298645 AGL,NA,178,1,"Rosthern, Canada",2017,28.95326,0.8906341,1.394685,2.175599,1.121922,3.343733,4.613753,1.188905,1.1308,1.177764,0.2586592,1.851068,0.8650367,0.2529638,1.388965,1.233559,2.060366,1.430319,0.2238066,ros 178 sst who
PI 298645 AGL,NA,178,1,"Sutherland, Canada",2017,29.83928,1.000178,1.419914,2.217489,1.137817,3.325679,4.641791,1.075286,1.169962,1.220957,0.2583043,1.868358,0.8622225,0.2598987,1.430471,1.252156,2.093948,1.445189,0.2293587,sut 178 sst who
PI 298645 AGL,NA,178,1,"Rosthern, Canada",2016,31.53215,1.046229,1.481618,2.204627,1.187809,3.540636,4.920997,1.069686,1.238316,1.298039,0.2465644,1.994954,0.8631378,0.2825531,1.438355,1.278009,2.225506,1.486052,0.2291449,16 ros 178
PI 298645 AGL,NA,178,1,"Sutherland, Canada",2016,30.80387,1.054344,1.422934,2.097935,1.136975,3.368932,4.745711,1.020987,1.182517,1.261156,0.2331258,1.904667,0.8294434,0.2593452,1.373978,1.231117,2.127182,1.420385,0.2248589,16 sut 178
PI 298921 AGL,NA,179,1,"Rosthern, Canada",2017,27.47796,0.6060753,1.413584,2.106654,1.132332,3.274865,4.636173,1.220706,1.151192,1.170476,0.2602682,1.90595,0.8680955,0.264875,1.402698,1.245832,2.08186,1.454853,0.2139282,ros 179 sst who
PI 298921 AGL,NA,179,1,"Sutherland, Canada",2017,27.8163,0.7391973,1.376265,2.119447,1.087465,3.117384,4.488715,1.071556,1.114388,1.169837,0.2599744,1.834316,0.8434113,0.2524776,1.382713,1.213932,2.015142,1.417902,0.2168386,sut 179 sst who
PI 298921 AGL,NA,179,1,"Rosthern, Canada",2016,30.20908,0.8773493,1.461116,2.080173,1.155619,3.380452,4.809278,0.9864269,1.297045,1.288789,0.2496879,2.02003,0.8671468,0.2656204,1.444418,1.278545,2.169291,1.471167,0.2242383,16 ros 179
PI 298921 AGL,NA,179,1,"Sutherland, Canada",2016,29.76728,0.8858967,1.448647,2.058834,1.149473,3.383085,4.804201,1.017782,1.191724,1.235308,0.2423811,1.955426,0.8562973,0.2669084,1.403424,1.252753,2.138115,1.438997,0.220653,16 sut 179
PI 298922 LSP AGL,NA,180,1,"Rosthern, Canada",2017,27.44163,0.8594828,1.311448,2.001171,1.076815,3.12249,4.368643,1.159342,1.087147,1.135801,0.2401736,1.802189,0.8061438,0.2368255,1.315959,1.165131,1.967798,1.367387,0.206281,ros 180 sst who
PI 298922 LSP AGL,NA,180,1,"Sutherland, Canada",2017,28.81965,0.9448406,1.349233,2.136961,1.091378,3.206174,4.481675,1.09259,1.13307,1.182127,0.2497638,1.820948,0.8257228,0.2438756,1.36518,1.201597,2.021783,1.408438,0.2153416,sut 180 sst who
PI 298922 LSP AGL,NA,180,1,"Rosthern, Canada",2016,31.05056,1.073215,1.473469,2.156599,1.16919,3.521788,4.811842,1.021579,1.222516,1.266723,0.252178,2.001681,0.8546588,0.2684559,1.444297,1.262026,2.174579,1.465376,0.2298785,16 ros 180
PI 298922 LSP AGL,NA,180,1,"Sutherland, Canada",2016,29.57171,1.042488,1.368997,1.969847,1.109731,3.28447,4.587928,0.9919227,1.13181,1.200582,0.2371947,1.852805,0.8003005,0.2490957,1.330695,1.19524,2.046926,1.374552,0.2165104,16 sut 180
PI 298923 LSP AGL,NA,181,1,"Rosthern, Canada",2017,30.5077,0.9284438,1.495837,2.403967,1.204745,3.54843,4.882876,1.27798,1.213002,1.24053,0.2852219,1.947965,0.9212251,0.2715051,1.484926,1.305998,2.185376,1.526089,0.2418354,ros 181 sst who
PI 298923 LSP AGL,NA,181,1,"Sutherland, Canada",2017,33.10401,1.277725,1.541021,2.631872,1.232256,3.64688,5.08965,1.202446,1.276533,1.312916,0.2763456,1.998229,0.9477386,0.2661946,1.545894,1.339931,2.273957,1.57172,0.2513731,sut 181 sst who
PI 298923 LSP AGL,NA,181,1,"Rosthern, Canada",2016,33.27574,1.225087,1.581417,2.427315,1.246372,3.711032,5.155869,1.12636,1.281135,1.325317,0.2715164,2.095718,0.939973,0.2740268,1.534696,1.342227,2.307231,1.559098,0.2456241,16 ros 181
PI 298923 LSP AGL,NA,181,1,"Sutherland, Canada",2016,34.47001,1.505042,1.560398,2.467807,1.303032,3.794847,5.189292,1.143815,1.326662,1.343097,0.2648042,2.040056,0.9374264,0.27883,1.511073,1.327636,2.319596,1.534239,0.2619501,16 sut 181
PI 299116 LSP AGL,NA,182,1,"Rosthern, Canada",2017,26.10146,0.6725354,1.260238,1.853967,1.027254,2.946665,4.070087,1.103791,1.051711,1.105815,0.2397203,1.708817,0.7595764,0.2391197,1.263241,1.116764,1.862563,1.299685,0.2006419,ros 182 sst who
PI 299116 LSP AGL,NA,182,1,"Sutherland, Canada",2017,24.5985,0.6864918,1.177222,1.697597,0.9770086,2.694038,3.811578,0.9976877,1.012043,1.061924,0.2206352,1.624655,0.7119603,0.2291631,1.2001,1.050693,1.765765,1.232426,0.192414,sut 182 sst who
PI 299116 LSP AGL,NA,182,1,"Rosthern, Canada",2016,29.34877,1.04748,1.403405,2.050071,1.125266,3.390372,4.550176,0.9658432,1.137273,1.197958,0.2419658,1.876489,0.7957799,0.2572854,1.363091,1.193326,2.04755,1.385875,0.2200315,16 ros 182
PI 299116 LSP AGL,NA,182,1,"Sutherland, Canada",2016,29.51776,1.032066,1.384998,2.037649,1.112269,3.317749,4.600897,0.9936116,1.11721,1.201657,0.2337154,1.855637,0.7920485,0.2476505,1.351182,1.206552,2.055305,1.388047,0.2168494,16 sut 182
PI 299120 LSP AGL,NA,183,1,"Rosthern, Canada",2017,26.50746,0.7638384,1.273624,1.890676,1.006152,3.010905,4.136785,1.074345,1.03803,1.122701,0.2431962,1.731586,0.7663426,0.2428223,1.260391,1.129502,1.874204,1.305929,0.1966865,ros 183 sst who
PI 299120 LSP AGL,NA,183,1,"Sutherland, Canada",2017,28.71426,0.9086336,1.377098,2.144388,1.066928,3.214304,4.51756,1.075188,1.136754,1.196755,0.2369621,1.843162,0.8103009,0.2440123,1.379722,1.221169,2.035903,1.416517,0.2107326,sut 183 sst who
PI 299120 LSP AGL,NA,183,1,"Rosthern, Canada",2016,28.32593,0.9125296,1.357993,1.935017,1.061712,3.23575,4.49455,0.9351996,1.102613,1.201203,0.2273184,1.863749,0.7803138,0.2515019,1.315233,1.175111,2.012183,1.357299,0.2068296,16 ros 183
PI 299120 LSP AGL,NA,183,1,"Sutherland, Canada",2016,28.46501,0.9827596,1.330267,1.897499,1.054141,3.141582,4.402423,0.9307824,1.078983,1.184889,0.2291458,1.797783,0.7596163,0.2450717,1.278542,1.156912,1.973748,1.328233,0.2061422,16 sut 183
PI 299121 LSP AGL,NA,184,1,"Rosthern, Canada",2017,27.82166,0.7668195,1.351221,2.085814,1.088628,3.245147,4.462802,1.161172,1.10719,1.175125,0.2530627,1.814091,0.8280969,0.2613709,1.339771,1.189485,1.995115,1.387018,0.215937,ros 184 sst who
PI 299121 LSP AGL,NA,184,1,"Sutherland, Canada",2017,28.36534,0.9472585,1.350914,2.10524,1.045305,3.101957,4.377786,1.067704,1.115909,1.170596,0.245949,1.801034,0.8001945,0.235595,1.348294,1.193656,1.984125,1.39041,0.2111526,sut 184 sst who
PI 299121 LSP AGL,NA,184,1,"Rosthern, Canada",2016,28.71008,0.8855936,1.384043,1.966562,1.081346,3.321969,4.517279,0.9667923,1.149112,1.205029,0.2446876,1.883891,0.7858029,0.2593952,1.335664,1.188694,2.041404,1.380265,0.2155216,16 ros 184
PI 299121 LSP AGL,NA,184,1,"Sutherland, Canada",2016,29.61614,0.9065488,1.420241,2.052521,1.109749,3.374587,4.684842,0.9839803,1.125804,1.221865,0.244656,1.901592,0.8070152,0.2482996,1.369794,1.23102,2.088915,1.413021,0.2172125,16 sut 184
PI 299126 LSP AGL,NA,185,1,"Rosthern, Canada",2017,28.75947,0.9203988,1.378823,2.170767,1.119697,3.259223,4.558619,1.226433,1.11959,1.204458,0.2447364,1.853149,0.8437808,0.2537197,1.366544,1.212731,2.047385,1.423569,0.2165187,ros 185 sst who
PI 299126 LSP AGL,NA,185,1,"Sutherland, Canada",2017,29.68245,1.059913,1.38028,2.237401,1.124352,3.253748,4.540422,1.123438,1.153885,1.223333,0.2408447,1.826487,0.8375934,0.2489395,1.385344,1.217544,2.057237,1.422412,0.2237022,sut 185 sst who
PI 299126 LSP AGL,NA,185,1,"Rosthern, Canada",2016,28.74494,1.019192,1.334717,1.927262,1.099602,3.246385,4.472364,0.9977254,1.104226,1.214337,0.2196748,1.837258,0.7693129,0.2608734,1.291051,1.152909,2.005162,1.339621,0.2111755,16 ros 185
PI 299126 LSP AGL,NA,185,1,"Sutherland, Canada",2016,29.82506,1.084911,1.377152,2.022604,1.134047,3.315449,4.630706,0.9995558,1.127692,1.22961,0.2299112,1.857379,0.8046987,0.2642964,1.334789,1.191696,2.071102,1.378969,0.2217433,16 sut 185
PI 299163 LSP AGL,NA,186,1,"Rosthern, Canada",2017,29.51437,0.9040511,1.438843,2.317652,1.158016,3.362667,4.720043,1.236278,1.170244,1.216807,0.2650871,1.911182,0.9097053,0.2625161,1.43699,1.253788,2.114197,1.474306,0.2297758,ros 186 sst who
PI 299163 LSP AGL,NA,186,1,"Sutherland, Canada",2017,29.77069,0.9456488,1.429338,2.293521,1.157092,3.324431,4.663761,1.138221,1.174841,1.231596,0.2662759,1.888155,0.899541,0.2687644,1.445446,1.253298,2.104797,1.462611,0.2325255,sut 186 sst who
PI 299163 LSP AGL,NA,186,1,"Rosthern, Canada",2016,31.60594,1.006096,1.508708,2.253943,1.221559,3.601281,5.040872,1.119165,1.239852,1.297301,0.2512412,2.044011,0.8945583,0.2786683,1.475699,1.29644,2.252127,1.509654,0.2391334,16 ros 186
PI 299163 LSP AGL,NA,186,1,"Sutherland, Canada",2016,31.98417,1.156639,1.462568,2.237504,1.18824,3.440822,4.910124,1.045462,1.236315,1.296129,0.2415638,1.973235,0.8692366,0.2625218,1.433802,1.265613,2.190287,1.46621,0.2358466,16 sut 186
PI 299164 LSP AGL,NA,187,1,"Rosthern, Canada",2017,27.42819,0.8751332,1.291065,2.022064,1.070132,3.050141,4.273512,1.149912,1.076257,1.149243,0.2483593,1.759168,0.8276665,0.2581401,1.296339,1.135239,1.922761,1.338125,0.2152026,ros 187 sst who
PI 299164 LSP AGL,NA,187,1,"Sutherland, Canada",2017,27.13154,0.8976395,1.288681,1.932427,1.056796,2.873969,4.084421,1.019673,1.126279,1.1554,0.2538649,1.733994,0.7868577,0.2438461,1.306244,1.137466,1.897709,1.32119,0.2147455,sut 187 sst who
PI 299164 LSP AGL,NA,187,1,"Rosthern, Canada",2016,30.97049,1.071933,1.441707,2.151398,1.176458,3.421365,4.747441,1.079281,1.24964,1.269222,0.2439114,1.973689,0.8735143,0.2760145,1.424126,1.238055,2.148299,1.444387,0.2340261,16 ros 187
PI 299164 LSP AGL,NA,187,1,"Sutherland, Canada",2016,30.2695,1.105904,1.3788,2.044828,1.136583,3.304462,4.638708,1.007339,1.163219,1.232407,0.2354459,1.871413,0.831667,0.2654228,1.344931,1.192459,2.075396,1.381477,0.2274951,16 sut 187
PI 299165 AGL,NA,188,1,"Rosthern, Canada",2017,28.68994,0.8154056,1.395512,2.195576,1.122098,3.220258,4.5828,1.204439,1.140141,1.195631,0.259017,1.877009,0.8626117,0.2554775,1.398833,1.226336,2.060855,1.445702,0.2221846,ros 188 sst who
PI 299165 AGL,NA,188,1,"Sutherland, Canada",2017,27.81008,0.8699338,1.3258,1.979218,1.097141,3.025785,4.292524,1.07596,1.111385,1.176872,0.2516525,1.787049,0.8118781,0.2596153,1.335252,1.171044,1.965257,1.355935,0.2152713,sut 188 sst who
PI 299165 AGL,NA,188,1,"Rosthern, Canada",2016,30.05438,0.9802006,1.405153,2.011829,1.140881,3.276449,4.654657,1.039378,1.181895,1.245461,0.2364185,1.94629,0.8354328,0.2623757,1.378634,1.218627,2.097748,1.409861,0.2221884,16 ros 188
PI 299165 AGL,NA,188,1,"Sutherland, Canada",2016,29.93506,1.036268,1.395082,1.984388,1.126045,3.217023,4.617065,1.012248,1.118244,1.224486,0.2362199,1.895841,0.8165515,0.2451735,1.341894,1.202534,2.068341,1.387599,0.2186606,16 sut 188
PI 299177 LSP AGL,NA,189,1,"Rosthern, Canada",2017,29.15169,0.8422699,1.418019,2.225949,1.156292,3.364297,4.627345,1.279563,1.172186,1.200264,0.2730156,1.887976,0.8910315,0.2747854,1.412954,1.243336,2.087046,1.453926,0.2283018,ros 189 sst who
PI 299177 LSP AGL,NA,189,1,"Sutherland, Canada",2017,29.15818,0.9548054,1.399509,2.149388,1.133043,3.239845,4.527633,1.149187,1.154805,1.189484,0.259892,1.870254,0.8602718,0.2603678,1.402966,1.218017,2.054879,1.423445,0.2279337,sut 189 sst who
PI 299177 LSP AGL,NA,189,1,"Rosthern, Canada",2016,30.96881,1.026448,1.461445,2.063781,1.194496,3.414301,4.67779,1.029343,1.328406,1.293112,0.2604297,1.998749,0.8454778,0.263117,1.445426,1.270824,2.164712,1.456137,0.2382676,16 ros 189
PI 299177 LSP AGL,NA,189,1,"Sutherland, Canada",2016,29.86355,1.129114,1.390965,1.979928,1.126241,3.228374,4.550919,0.998473,1.136443,1.19374,0.2358717,1.872146,0.8193476,0.2443275,1.345803,1.191481,2.045605,1.373266,0.2251399,16 sut 189
